0x29ffa31ffcbbf3e98a180e1ded4b81d50cf49c0adf7986cf26daec5c4d6e48bc28b1c2988b213b8039a8fb497aa28302005eca048899dba47367a5fdd8eeb27e9216d9690bb0360f605d273ea68234fe22ce2340b5687c4e32b9cc74112c62c1f0c5895af6616bd34af8592a19577214245455de7f1b206db83a15109fc7e19045666a9563f77593aa46cbd7efc9f5c62d65c0b342b6849acd4ff291e4099be7d1ae0d6c253f7887c37b17f9a9a01ee87112e5a75877014764ea5baffae6e076f12f9d374353d48e05b7c8ebd62eb456331a3cac08ba07bfab9ebe8513e3d003518fdc1c315094968dddd2387d35526fe2ad2ba15fc44c4470bd303d9706418c,6,0.267200
0x4d71b241104a83041c57b65e0080f5aefcfd6ec234a00b33c83690236513e8cdb54c566d93358feaa77db3ff6174761f7c1a21433edc09d02ca828201da6eb8239d99a97c1580a983bf3458ca20884d247e54f14a39e81540e0578f886e3a4675927b17f9bba3c75536f5b72735dbb0dd4b8afb76bac8edd779cf4c95cd1f0ed2d0f7afe85ab5a8adbf97b01c52beebe9d553869e448323dd396e1a12fe29902180c262a95c42450305240636acbded5a5cf94a9c3e74b1149da5f624417f787c7ecb0d67e07ce22fa88f1150616516c92bfcc1e423aef8bdf3fbd034ee9d83160adc62919f29fe066c0aa2e37e68d25b9791bfbd74670bcf6ca6864b4899112,5,0.933920
0xf96b09d0a43e0f19cd08b948a1143a46f51f905485f7d837f4f1b443d21d99715a318b589dedd6336c0ed98e00a95e9befcb943473c8b5aa01bcc31a03a760b0d5caa02a5612da9153281c45107c8a6d78e535ee764f1bd7bae4db898d2b2c648204806aeab89ef6d37257f2381361ff3236e9b6623fd4e095e1bb06527d8450c2e3dd5cfb8fa3705ba5e893071847409674201781f368444e2da60d9fc0a27ac60cb25566057e83fa86e73911abd1cf774b4163c4595d5fc5fe1e0a3dc16967880251269cdcf09a922321cc42beb37565bdac30970b2fcefd79afc9ec7b4db12e4c874a8cb7e2df3c29de15adae2722eb49fcc77fa8e698246ebf25f83b6f16,1,1.682300
0xf96b09d0a43e0f19cd08b948a1143a46f51f905485f7d837f4f1b443d21d99715a318b589dedd6336c0ed98e00a95e9befcb943473c8b5aa01bcc31a03a760b0d5caa02a5612da9153281c45107c8a6d78e535ee764f1bd7bae4db898d2b2c648204806aeab89ef6d37257f2381361ff3236e9b6623fd4e095e1bb06527d8450c2e3dd5cfb8fa3705ba5e893071847409674201781f368444e2da60d9fc0a27ac60cb25566057e83fa86e73911abd1cf774b4163c4595d5fc5fe1e0a3dc16967880251269cdcf09a922321cc42beb37565bdac30970b2fcefd79afc9ec7b4db12e4c874a8cb7e2df3c29de15adae2722eb49fcc77fa8e698246ebf25f83b6f16,6,0.246670
0x5c551f574c6db10861ea2709d7dc93b719f4dad56454cc176385cde5e73e144f29d4904b528cb3bda1682b99132282709438150a6c33b0d14a3d7e915ffd1ac711ab60f59d6e20a2b676d288497207aef8f2eb5bc6c006184eff2a32378ea651ad23014466c5c3fa586b83ca9a9b04a77cf756affc59e125e84d9e894800164341b51c12df9cf9245eed396203c2fee3aa950eb497657bbc780c6f0534714635bf1e7d8002693bd0bb0b75f1eecbc8d62f5da8102d748728792e3f5367efbe96e0fba3d3775a988a73b2e4f0de8be6a5ec3c31c1a021d92c3a1bce4245811d7a840f36f6f3acdd4726b8408f50ba7fc4e20de99f866ad88da9dba4c9b9cf3092,9,0.267420
0x58fa851da99cea129b1b44d8f91f846108150a8c227decacf137c3b3b4c964f75dcb0617e0d64016b968b65a460e8f2909362d4b2a977f4a77186f55e67b3d32f2439d73266ace54479fd22e52b2b1adb7bfaf8b96b5e9925ee514bda6dad41cfb53ebff7e318e0cbbb0d7aefd132348dca7d0c1103b959889e71a3e2cf08d99f6f387947a6edb4dde3aa1785cd3343359e25b72f8038221a4c5518320304224dd57c890dfefbe01cd6649f419ed6cc69a8170d5a3fe797c0765a525118a742b56c2e4bcf538b83faacc502fe80b71cf0d4ee1d9862839049ea2ee02d163bae3c480a005609300625fa876416bc069fc45ab4f916d670f3575c727ca3c4c1e88,1,1.035380
0x42e32c269e9074a4cd8191129d2e061dd3190f5d5fef5349c4381f40eca88d4b54ebe111b5ddc683f73ebd7e43d855b7ac604dfcf33b31954e1af93d6405bb76d9d5cb0ded486925b2e9e09328d1174c1e5af8c014238cff226ba35e4439aead73caa1376d473389202a529fb18bfb27d0da2f6f13e5e218982b887b9b0a96c1d23436ab87dea26200cfe6a956728ea6b3be8a2963dc9c0c155b664ae7cec3656c9246fa77a01b8241db028f105116f6df08d7a5b43c9a75b63a03f07986ccd6d47d85f5040b215cfd24583faa1c6eb87a4fc2c74509f480b097afb9eac901c87150f2bf5778e87f847ca7f13599bc673059c56ae432070e2d94fe6870ba61ee,8,0.543800
0x26cc835fa9eee81c3f37b2aeeb9b16056abf675e8d294a49114031fe86325b394cc558e027e3a6e21fb5a7d87b79f7608177b172479eb470a4fd748264dd7ac023eda8173d281a65c15ce7ab3eaa61f50187464b5384d1072d51c39514e9cd99d93613b6a5c497ef915298d3ad8eb348bcc8257d44ff046e56b93a217fa21df6dc0eb70dbd854fda12d275f8e6bad406be0f24357c0ca0ce9c0aaf093beaac0bd6f3fc71cb6c8a43d05a2ad56696f1088c76692f50bb42fba3415755c92bc6f09d6b1bdee16ff493001022f9038b4e5d593468fae4309418e5a17e2e78db8002541e45b0f24d62c2153cec908863df388f89197320922cc7d7b86d9aca339fcf,1,1.361000
0x7719fdb4a5325a3ba9ffd056444f46cf59b2f9490e671214be7fbdb8e6efc4fae99936a7a362d13391d52915d263a12224531d348fb9f047a6f658c64bdaecce613cdc2711edd917de6bf405fe5bbb23a22c73908474dd7d01bce8a87e9bc9e2d6267c4a484c0b55211c5dadf72b1e72c3e0a09d52cbd30840e176b15ecc858c3502b77a54c004688a2db6805728dbc70a96ac06709a39fc98160f0c7113607b3f6a5ff56cae9c18f8b3888750ba42ea7845304dc86dc10d03830989a497436eab1a3a37dfe7072a8e959e2e8b1f4e79b0f351e3eb2f8175c593f2b5ee3d3800bfd78dd42582f166691b94cd869264205c653eafaa10319fd841e5e46fc2fbca,1,1.180860
0x7719fdb4a5325a3ba9ffd056444f46cf59b2f9490e671214be7fbdb8e6efc4fae99936a7a362d13391d52915d263a12224531d348fb9f047a6f658c64bdaecce613cdc2711edd917de6bf405fe5bbb23a22c73908474dd7d01bce8a87e9bc9e2d6267c4a484c0b55211c5dadf72b1e72c3e0a09d52cbd30840e176b15ecc858c3502b77a54c004688a2db6805728dbc70a96ac06709a39fc98160f0c7113607b3f6a5ff56cae9c18f8b3888750ba42ea7845304dc86dc10d03830989a497436eab1a3a37dfe7072a8e959e2e8b1f4e79b0f351e3eb2f8175c593f2b5ee3d3800bfd78dd42582f166691b94cd869264205c653eafaa10319fd841e5e46fc2fbca,3,0.426640
0xd9d6118a5430db4125a2640c887e72ff31977cc4cdd220acf13f16564760ec2f422d6e40c6733e9ba12106618ef4b4526fb55302c929c0cff34543659057de702c6c2ab37b3586e74d394ae96981a3c793a85eea59f04bbeb84cfe623de401178944d80704719c8518a0dffd95b0668bf6aabcc8b708b1e20eda27cb2b3b7d9638f97978dce0f7ef67d3fc4f6a929e7424e1c29f985033d1371e9d130ac5a98334bf3cfbd5f800ed48220363c1947f802e1cb626d43ae515e6a7bd36dd7ac3a6685d0946af8dae999a6d495a8f5c12b21ad0adccd7e3870bce822328f2ee05911fa46bb94e1d5f19518cfa841ba577f555ab140dbaca7532bbebe85b100f7658,0,0.211940
0x94b7b8ff91a28b93f257b0c154dd1f14dfbba102f43b282a15272c95c9c661caf9b4c2186b5c0eae84e7d5bc3035eccff01133c02d1ab34c603a96310713bae50f660deb47451b7c53d8928809122587d019c42edc8252f3f862218d7e36fb634dee8f0a7a68e274a3d340f638904f20e972732b51fe71dee33f9f976acb06cecd08d2506d9926c756e1fc699841be5e5539ef171e8c5d8104e6d4ed9cb185a5f18a5aa8d675347844a632fd4e0b01582486d96cb2b6afaa59b5ad4aab70236e6fa4e8f7a79b4864d77f001d67a0c3d17d7910809d3ec8dbbfe02205cca9493dc5f537ac463cb9037bea5f2f0c768e1c4b779a65169e89e4dafa29435b8342bd,9,0.175450
0xc2236905830b354a043de8da9bdd8c0761466617e3441b27d8a594ed8d9314d5f8ec1021825a4924b43702f17812b9ae486503ee302aeaf4eb389d0c161506547ac36e58a981d0c7ccab224d26727b259084c8b3747ea33b516d5f6f6439aa6b5dd97dbf620097b65bf2c5e5b0ba014256790a7052434e1c2f337773281ed23ee7e09a8b1fcafcde2ddf9e2cd795cf093a89a84f409ff63132a6b8c668190e41a7d6600fdbacd3b713c476183c9c364c87d4ffbe8557e45e2e98a20d7f11b24708c192f0bb71f3afe6e2d1a1ad63b5fbcddcbdcefdb159a02953fa558a5c4b6c91888ebc1a7c3f1d80fe67e99620f76a45e1a48fef7534992bc0f950c9f5cb86,3,0.462200
